Index,factionsInGame,Factions.1,Factions.2,Factions.3,Factions.4,Factions.5,Factions.6,Factions.7,Factions.8
3203,"Last Bastion, Ral Nel Consortium, Arborec,","Last Bastion"," Ral Nel Consortium"," Arborec","","","","",""
3227,"Mentak Coalition, Xxcha Kingdom, Last Bastion,","Mentak Coalition"," Xxcha Kingdom"," Last Bastion","","","","",""
3238,"The Council Keleres (Mentak), The Arborec, The Ral Nel Consortium,","The Council Keleres (Mentak)"," The Arborec"," The Ral Nel Consortium","","","","",""
3245,"Il Na Viroset, Avarice Rex, The Saint of Swords,","Il Na Viroset"," Avarice Rex"," The Saint of Swords","","","","",""
3261,"Titans of Ul, Keleres ~ Mentak, Argent Flight,","Titans of Ul"," Keleres ~ Mentak"," Argent Flight","","","","",""
3262,"Yssaril Tribes, Naaz-Rokha Alliance, L1Z1X Mindnet,","Yssaril Tribes"," Naaz-Rokha Alliance"," L1Z1X Mindnet","","","","",""
3288,"Crimson Rebellion, Last Bastion, Ral Nel Consortium,","Crimson Rebellion"," Last Bastion"," Ral Nel Consortium","","","","",""
3291,"Keleres ~ Mentak, Titans of Ul, Naaz-Rokha Alliance,","Keleres ~ Mentak"," Titans of Ul"," Naaz-Rokha Alliance","","","","",""
3314,"Naaz-Rokha Alliance, Keleres ~ Mentak, Sardakk N'orr,","Naaz-Rokha Alliance"," Keleres ~ Mentak"," Sardakk N'orr","","","","",""
3328,"Deepwrought Scholarate, Crimson Rebellion, Ral Nel Consortium,","Deepwrought Scholarate"," Crimson Rebellion"," Ral Nel Consortium","","","","",""
3337,"Sardakk N'orr, Yin Brotherhood, Naalu Collective,","Sardakk N'orr"," Yin Brotherhood"," Naalu Collective","","","","",""
3341,"Radiant Aur, El Nen Janovet, Avarice Rex,","Radiant Aur"," El Nen Janovet"," Avarice Rex","","","","",""
3361,"Ral Nel Consortium, Deepwrought Scholarate, Firmament,","Ral Nel Consortium"," Deepwrought Scholarate"," Firmament","","","","",""
3373,"Naaz-Rokha Alliance, Federation of Sol, Nomad,","Naaz-Rokha Alliance"," Federation of Sol"," Nomad","","","","",""
3378,"Firmament, Deepwrought Scholarate, Ral Nel Consortium,","Firmament"," Deepwrought Scholarate"," Ral Nel Consortium","","","","",""
3386,"The Titans of Ul, The Embers of Muaat, The Yin Brotherhood,","The Titans of Ul"," The Embers of Muaat"," The Yin Brotherhood","","","","",""
3387,"Embers of Muaat, Universities of Jol-Nar, Barony of Letnev,","Embers of Muaat"," Universities of Jol-Nar"," Barony of Letnev","","","","",""
3388,"Titans of Ul, Clan of Saar, Barony of Letnev,","Titans of Ul"," Clan of Saar"," Barony of Letnev","","","","",""
3437,"Sardakk N'orr, Naalu Collective, Empyrean,","Sardakk N'orr"," Naalu Collective"," Empyrean","","","","",""
3508,"Clan of Saar, Nekro Virus, Mahact Gene-Sorcerers,","Clan of Saar"," Nekro Virus"," Mahact Gene-Sorcerers","","","","",""
3537,"The Firmament, Last Bastion, The Crimson Rebellion,","The Firmament"," Last Bastion"," The Crimson Rebellion","","","","",""
3560,"Naalu Collective, Ral Nel Consortium, Vuil'raith Cabal,","Naalu Collective"," Ral Nel Consortium"," Vuil'raith Cabal","","","","",""
3566,"Last Bastion, The Ghosts of Creuss, The Ral Nel Consortium,","Last Bastion"," The Ghosts of Creuss"," The Ral Nel Consortium","","","","",""
3567,"Yin Brotherhood, Titans of Ul, Crimson Rebellion,","Yin Brotherhood"," Titans of Ul"," Crimson Rebellion","","","","",""
3584,"The Arborec, The L1Z1X Mindnet, The Council Keleres (Argent),","The Arborec"," The L1Z1X Mindnet"," The Council Keleres (Argent)","","","","",""
3630,"The Firmament, The Crimson Rebellion, The Ral Nel Consortium,","The Firmament"," The Crimson Rebellion"," The Ral Nel Consortium","","","","",""
3636,"Universities of Jol-Nar, Clan of Saar, Sardakk N'orr,","Universities of Jol-Nar"," Clan of Saar"," Sardakk N'orr","","","","",""
3669,"Deepwrought Scholarate, Firmament, Titans of Ul,","Deepwrought Scholarate"," Firmament"," Titans of Ul","","","","",""
3689,"The Saint of Swords, Il Na Viroset, Avarice Rex,","The Saint of Swords"," Il Na Viroset"," Avarice Rex","","","","",""
3700,"Deepwrought Scholarate, Mentak Coalition, Ral Nel Consortium,","Deepwrought Scholarate"," Mentak Coalition"," Ral Nel Consortium","","","","",""
3806,"A Sickening Lurch, Radiant Aur, El Nen Janovet,","A Sickening Lurch"," Radiant Aur"," El Nen Janovet","","","","",""
3866,"Crimson Rebellion, Deepwrought Scholarate, Ral Nel Consortium,","Crimson Rebellion"," Deepwrought Scholarate"," Ral Nel Consortium","","","","",""
3872,"The Nekro Virus, The Vuil'raith Cabal, The L1Z1X Mindnet,","The Nekro Virus"," The Vuil'raith Cabal"," The L1Z1X Mindnet","","","","",""
3950,"Vuil'raith Cabal, Barony of Letnev, Federation of Sol,","Vuil'raith Cabal"," Barony of Letnev"," Federation of Sol","","","","",""
3987,"Winnu, Universities of Jol-Nar, Federation of Sol,","Winnu"," Universities of Jol-Nar"," Federation of Sol","","","","",""
4001,"Firmament, Last Bastion, Ral Nel Consortium,","Firmament"," Last Bastion"," Ral Nel Consortium","","","","",""
4067,"Mahact Gene-Sorcerers, Federation of Sol, Yssaril Tribes,","Mahact Gene-Sorcerers"," Federation of Sol"," Yssaril Tribes","","","","",""
4069,"Mahact Gene-Sorcerers, Emirates of Hacan, L1Z1X Mindnet,","Mahact Gene-Sorcerers"," Emirates of Hacan"," L1Z1X Mindnet","","","","",""
4074,"Sardakk N'orr, Barony of Letnev, Xxcha Kingdom,","Sardakk N'orr"," Barony of Letnev"," Xxcha Kingdom","","","","",""
4092,"Clan of Saar, Argent Flight, Federation of Sol,","Clan of Saar"," Argent Flight"," Federation of Sol","","","","",""
4098,"Mahact Gene-Sorcerers, L1Z1X Mindnet, Embers of Muaat,","Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Embers of Muaat","","","","",""
4104,"Federation of Sol, Mentak Coalition, Xxcha Kingdom,","Federation of Sol"," Mentak Coalition"," Xxcha Kingdom","","","","",""
4105,"Emirates of Hacan, Ghosts of Creuss, Argent Flight,","Emirates of Hacan"," Ghosts of Creuss"," Argent Flight","","","","",""
4127,"Barony of Letnev, Titans of Ul, Universities of Jol-Nar,","Barony of Letnev"," Titans of Ul"," Universities of Jol-Nar","","","","",""
4147,"The Universities of Jol-Nar, The Argent Flight, The Federation of Sol,","The Universities of Jol-Nar"," The Argent Flight"," The Federation of Sol","","","","",""
4165,"Nomad, Barony of Letnev, Embers of Muaat,","Nomad"," Barony of Letnev"," Embers of Muaat","","","","",""
4204,"The Titans of Ul, The Naalu Collective, The Yin Brotherhood,","The Titans of Ul"," The Naalu Collective"," The Yin Brotherhood","","","","",""
4234,"The Clan of Saar, The Titans of Ul, The Mahact Gene-Sorcerers,","The Clan of Saar"," The Titans of Ul"," The Mahact Gene-Sorcerers","","","","",""
4243,"Yssaril Tribes, Mentak Coalition, Naaz-Rokha Alliance,","Yssaril Tribes"," Mentak Coalition"," Naaz-Rokha Alliance","","","","",""
4262,"The Ral Nel Consortium, Last Bastion, The Council Keleres (Xxcha),","The Ral Nel Consortium"," Last Bastion"," The Council Keleres (Xxcha)","","","","",""
4269,"Emirates of Hacan, Universities of Jol-Nar, Nomad,","Emirates of Hacan"," Universities of Jol-Nar"," Nomad","","","","",""
4377,"Federation of Sol, Vuil'raith Cabal, Nomad,","Federation of Sol"," Vuil'raith Cabal"," Nomad","","","","",""
4396,"Federation of Sol, Naaz-Rokha Alliance, Xxcha Kingdom,","Federation of Sol"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","","",""
4399,"Yin Brotherhood, Titans of Ul, Naaz-Rokha Alliance,","Yin Brotherhood"," Titans of Ul"," Naaz-Rokha Alliance","","","","",""
4414,"Titans of Ul, Mahact Gene-Sorcerers, Nomad,","Titans of Ul"," Mahact Gene-Sorcerers"," Nomad","","","","",""
4486,"Clan of Saar, Naaz-Rokha Alliance, Argent Flight,","Clan of Saar"," Naaz-Rokha Alliance"," Argent Flight","","","","",""
4504,"The Universities of Jol-Nar, The Arborec, The Naaz-Rokha Alliance,","The Universities of Jol-Nar"," The Arborec"," The Naaz-Rokha Alliance","","","","",""
4505,"Federation of Sol, Argent Flight, Titans of Ul,","Federation of Sol"," Argent Flight"," Titans of Ul","","","","",""
4541,"Nomad, Keleres ~ Mentak, Naalu Collective,","Nomad"," Keleres ~ Mentak"," Naalu Collective","","","","",""
4555,"Vuil'raith Cabal, Ghosts of Creuss, Universities of Jol-Nar,","Vuil'raith Cabal"," Ghosts of Creuss"," Universities of Jol-Nar","","","","",""
4556,"Federation of Sol, Titans of Ul, Xxcha Kingdom,","Federation of Sol"," Titans of Ul"," Xxcha Kingdom","","","","",""
4575,"The Titans of Ul, The Mentak Coalition, The Federation of Sol,","The Titans of Ul"," The Mentak Coalition"," The Federation of Sol","","","","",""
4579,"Universities of Jol-Nar, L1Z1X Mindnet, Nomad,","Universities of Jol-Nar"," L1Z1X Mindnet"," Nomad","","","","",""
4580,"Empyrean, Barony of Letnev, Federation of Sol,","Empyrean"," Barony of Letnev"," Federation of Sol","","","","",""
4610,"Ghosts of Creuss, Mahact Gene-Sorcerers, Titans of Ul,","Ghosts of Creuss"," Mahact Gene-Sorcerers"," Titans of Ul","","","","",""
4617,"Naalu Collective, Empyrean, Vuil'raith Cabal,","Naalu Collective"," Empyrean"," Vuil'raith Cabal","","","","",""
4624,"Xxcha Kingdom, Nekro Virus, Yin Brotherhood,","Xxcha Kingdom"," Nekro Virus"," Yin Brotherhood","","","","",""
4681,"Keleres ~ Mentak, Titans of Ul, Argent Flight,","Keleres ~ Mentak"," Titans of Ul"," Argent Flight","","","","",""
4687,"Arborec, Argent Flight, Vuil'raith Cabal,","Arborec"," Argent Flight"," Vuil'raith Cabal","","","","",""
4691,"Naaz-Rokha Alliance, Nomad, Titans of Ul,","Naaz-Rokha Alliance"," Nomad"," Titans of Ul","","","","",""
4694,"Mahact Gene-Sorcerers, Yin Brotherhood, Barony of Letnev,","Mahact Gene-Sorcerers"," Yin Brotherhood"," Barony of Letnev","","","","",""
4696,"Yin Brotherhood, Keleres ~ Argent, Xxcha Kingdom,","Yin Brotherhood"," Keleres ~ Argent"," Xxcha Kingdom","","","","",""
4698,"Naaz-Rokha Alliance, Emirates of Hacan, Yin Brotherhood,","Naaz-Rokha Alliance"," Emirates of Hacan"," Yin Brotherhood","","","","",""
4702,"The Naalu Collective, The Clan of Saar, The Embers of Muaat,","The Naalu Collective"," The Clan of Saar"," The Embers of Muaat","","","","",""
4775,"The Federation of Sol, The Naaz-Rokha Alliance, The Barony of Letnev,","The Federation of Sol"," The Naaz-Rokha Alliance"," The Barony of Letnev","","","","",""
4786,"Naaz-Rokha Alliance, Nekro Virus, Winnu,","Naaz-Rokha Alliance"," Nekro Virus"," Winnu","","","","",""
4835,"Naaz-Rokha Alliance, Barony of Letnev, Titans of Ul,","Naaz-Rokha Alliance"," Barony of Letnev"," Titans of Ul","","","","",""
4839,"Clan of Saar, Arborec, Winnu,","Clan of Saar"," Arborec"," Winnu","","","","",""
4842,"Ghosts of Creuss, Naalu Collective, Sardakk N'orr,","Ghosts of Creuss"," Naalu Collective"," Sardakk N'orr","","","","",""
4867,"Arborec, Federation of Sol, Xxcha Kingdom,","Arborec"," Federation of Sol"," Xxcha Kingdom","","","","",""
4880,"Embers of Muaat, Yssaril Tribes, Yin Brotherhood,","Embers of Muaat"," Yssaril Tribes"," Yin Brotherhood","","","","",""
4894,"The Nomad, The Naaz-Rokha Alliance, The Universities of Jol-Nar,","The Nomad"," The Naaz-Rokha Alliance"," The Universities of Jol-Nar","","","","",""
4897,"The Nomad, The Vuil'raith Cabal, The Arborec,","The Nomad"," The Vuil'raith Cabal"," The Arborec","","","","",""
4908,"Naaz-Rokha Alliance, Xxcha Kingdom, Yssaril Tribes,","Naaz-Rokha Alliance"," Xxcha Kingdom"," Yssaril Tribes","","","","",""
4916,"The L1Z1X Mindnet, The Mahact Gene-Sorcerers, The Embers of Muaat,","The L1Z1X Mindnet"," The Mahact Gene-Sorcerers"," The Embers of Muaat","","","","",""
4949,"Mahact Gene-Sorcerers, Keleres ~ Xxcha, Nekro Virus,","Mahact Gene-Sorcerers"," Keleres ~ Xxcha"," Nekro Virus","","","","",""
4966,"Xxcha Kingdom, Empyrean, Naalu Collective,","Xxcha Kingdom"," Empyrean"," Naalu Collective","","","","",""
5020,"Arborec, Naalu Collective, Universities of Jol-Nar,","Arborec"," Naalu Collective"," Universities of Jol-Nar","","","","",""
5037,"Arborec, Winnu, Keleres ~ Mentak,","Arborec"," Winnu"," Keleres ~ Mentak","","","","",""
5038,"Winnu, L1Z1X Mindnet, Ghosts of Creuss,","Winnu"," L1Z1X Mindnet"," Ghosts of Creuss","","","","",""
5046,"Nomad, Naaz-Rokha Alliance, Embers of Muaat,","Nomad"," Naaz-Rokha Alliance"," Embers of Muaat","","","","",""
5082,"The Universities of Jol-Nar, The Mahact Gene-Sorcerers, The Yssaril Tribes,","The Universities of Jol-Nar"," The Mahact Gene-Sorcerers"," The Yssaril Tribes","","","","",""
5089,"Clan of Saar, Naaz-Rokha Alliance, Mentak Coalition,","Clan of Saar"," Naaz-Rokha Alliance"," Mentak Coalition","","","","",""
5130,"Mentak Coalition, Keleres ~ Xxcha, L1Z1X Mindnet,","Mentak Coalition"," Keleres ~ Xxcha"," L1Z1X Mindnet","","","","",""
5132,"Federation of Sol, Emirates of Hacan, Universities of Jol-Nar,","Federation of Sol"," Emirates of Hacan"," Universities of Jol-Nar","","","","",""
5137,"Naaz-Rokha Alliance, Argent Flight, Embers of Muaat,","Naaz-Rokha Alliance"," Argent Flight"," Embers of Muaat","","","","",""
5152,"Nomad, Emirates of Hacan, Mentak Coalition,","Nomad"," Emirates of Hacan"," Mentak Coalition","","","","",""
5175,"Xxcha Kingdom, Embers of Muaat, Emirates of Hacan,","Xxcha Kingdom"," Embers of Muaat"," Emirates of Hacan","","","","",""
5211,"The Argent Flight, The Arborec, The Barony of Letnev,","The Argent Flight"," The Arborec"," The Barony of Letnev","","","","",""
5230,"Barony of Letnev, Federation of Sol, Empyrean,","Barony of Letnev"," Federation of Sol"," Empyrean","","","","",""
5231,"Naaz-Rokha Alliance, Federation of Sol, Xxcha Kingdom,","Naaz-Rokha Alliance"," Federation of Sol"," Xxcha Kingdom","","","","",""
5270,"Xxcha Kingdom, Yin Brotherhood, Yssaril Tribes,","Xxcha Kingdom"," Yin Brotherhood"," Yssaril Tribes","","","","",""
5272,"The Barony of Letnev, Sardakk N'orr, The Clan of Saar,","The Barony of Letnev"," Sardakk N'orr"," The Clan of Saar","","","","",""
5304,"The Nekro Virus, The Mentak Coalition, The L1Z1X Mindnet,","The Nekro Virus"," The Mentak Coalition"," The L1Z1X Mindnet","","","","",""
5353,"Mentak Coalition, Federation of Sol, Barony of Letnev,","Mentak Coalition"," Federation of Sol"," Barony of Letnev","","","","",""
5364,"Sardakk N'orr, Ghosts of Creuss, Universities of Jol-Nar,","Sardakk N'orr"," Ghosts of Creuss"," Universities of Jol-Nar","","","","",""
5414,"Barony of Letnev, Clan of Saar, Argent Flight,","Barony of Letnev"," Clan of Saar"," Argent Flight","","","","",""
5437,"Naaz-Rokha Alliance, Mentak Coalition, Vuil'raith Cabal,","Naaz-Rokha Alliance"," Mentak Coalition"," Vuil'raith Cabal","","","","",""
5444,"Universities of Jol-Nar, Nekro Virus, Vuil'raith Cabal,","Universities of Jol-Nar"," Nekro Virus"," Vuil'raith Cabal","","","","",""
5479,"The Winnu, Sardakk N'orr, The Embers of Muaat,","The Winnu"," Sardakk N'orr"," The Embers of Muaat","","","","",""
5486,"Federation of Sol, Arborec, Nomad,","Federation of Sol"," Arborec"," Nomad","","","","",""
5512,"Nomad, Emirates of Hacan, Sardakk N'orr,","Nomad"," Emirates of Hacan"," Sardakk N'orr","","","","",""
5548,"Barony of Letnev, Keleres ~ Argent, Nekro Virus,","Barony of Letnev"," Keleres ~ Argent"," Nekro Virus","","","","",""
5572,"Xxcha Kingdom, Federation of Sol, Embers of Muaat,","Xxcha Kingdom"," Federation of Sol"," Embers of Muaat","","","","",""
5598,"The Federation of Sol, The Yssaril Tribes, The Council Keleres - Argent,","The Federation of Sol"," The Yssaril Tribes"," The Council Keleres - Argent","","","","",""
5614,"The Naaz-Rokha Alliance, The Argent Flight, The Clan of Saar,","The Naaz-Rokha Alliance"," The Argent Flight"," The Clan of Saar","","","","",""
5636,"The Vuil'raith Cabal, Sardakk N'orr, The Yin Brotherhood,","The Vuil'raith Cabal"," Sardakk N'orr"," The Yin Brotherhood","","","","",""
5676,"Titans of Ul, Arborec, Federation of Sol,","Titans of Ul"," Arborec"," Federation of Sol","","","","",""
5776,"Emirates of Hacan, Nekro Virus, Yin Brotherhood,","Emirates of Hacan"," Nekro Virus"," Yin Brotherhood","","","","",""
5777,"Naaz-Rokha Alliance, Federation of Sol, Empyrean,","Naaz-Rokha Alliance"," Federation of Sol"," Empyrean","","","","",""
5784,"Embers of Muaat, L1Z1X Mindnet, Clan of Saar,","Embers of Muaat"," L1Z1X Mindnet"," Clan of Saar","","","","",""
5794,"Nekro Virus, Naaz-Rokha Alliance, Xxcha Kingdom,","Nekro Virus"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","","",""
5835,"The Argent Flight, The Mahact Gene-Sorcerers, The Naaz-Rokha Alliance,","The Argent Flight"," The Mahact Gene-Sorcerers"," The Naaz-Rokha Alliance","","","","",""
5865,"Ghosts of Creuss, Embers of Muaat, Naalu Collective,","Ghosts of Creuss"," Embers of Muaat"," Naalu Collective","","","","",""
5893,"Nomad, Naaz-Rokha Alliance, Xxcha Kingdom,","Nomad"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","","",""
5902,"Keleres ~ Mentak, Vuil'raith Cabal, Xxcha Kingdom,","Keleres ~ Mentak"," Vuil'raith Cabal"," Xxcha Kingdom","","","","",""
5935,"Sardakk N'orr, Universities of Jol-Nar, Titans of Ul,","Sardakk N'orr"," Universities of Jol-Nar"," Titans of Ul","","","","",""
6010,"Nomad, Argent Flight, Barony of Letnev,","Nomad"," Argent Flight"," Barony of Letnev","","","","",""
6072,"Vuil'raith Cabal, Universities of Jol-Nar, L1Z1X Mindnet,","Vuil'raith Cabal"," Universities of Jol-Nar"," L1Z1X Mindnet","","","","",""
6083,"Sardakk N'orr, Arborec, Vuil'raith Cabal,","Sardakk N'orr"," Arborec"," Vuil'raith Cabal","","","","",""
6095,"Emirates of Hacan, Sardakk N'orr, Mahact Gene-Sorcerers,","Emirates of Hacan"," Sardakk N'orr"," Mahact Gene-Sorcerers","","","","",""
6123,"The Titans of Ul, The Clan of Saar, The Universities of Jol-Nar,","The Titans of Ul"," The Clan of Saar"," The Universities of Jol-Nar","","","","",""
6140,"Vuil'raith Cabal, L1Z1X Mindnet, Ghosts of Creuss,","Vuil'raith Cabal"," L1Z1X Mindnet"," Ghosts of Creuss","","","","",""
6156,"L1Z1X Mindnet, Yssaril Tribes, Ghosts of Creuss,","L1Z1X Mindnet"," Yssaril Tribes"," Ghosts of Creuss","","","","",""
6176,"Empyrean, L1Z1X Mindnet, Universities of Jol-Nar,","Empyrean"," L1Z1X Mindnet"," Universities of Jol-Nar","","","","",""
6230,"Yssaril Tribes, Arborec, Universities of Jol-Nar,","Yssaril Tribes"," Arborec"," Universities of Jol-Nar","","","","",""
6314,"The Winnu, The Ghosts of Creuss, The Yin Brotherhood,","The Winnu"," The Ghosts of Creuss"," The Yin Brotherhood","","","","",""
6371,"The Mahact Gene-Sorcerers, The L1Z1X Mindnet, The Barony of Letnev,","The Mahact Gene-Sorcerers"," The L1Z1X Mindnet"," The Barony of Letnev","","","","",""
6375,"Naaz-Rokha Alliance, Empyrean, Vuil'raith Cabal,","Naaz-Rokha Alliance"," Empyrean"," Vuil'raith Cabal","","","","",""
6386,"The Clan of Saar, The Embers of Muaat, The Barony of Letnev,","The Clan of Saar"," The Embers of Muaat"," The Barony of Letnev","","","","",""
6423,"Emirates of Hacan, Mahact Gene-Sorcerers, Empyrean,","Emirates of Hacan"," Mahact Gene-Sorcerers"," Empyrean","","","","",""
6438,"Xxcha Kingdom, Emirates of Hacan, Naalu Collective,","Xxcha Kingdom"," Emirates of Hacan"," Naalu Collective","","","","",""
6447,"Naalu Collective, Yin Brotherhood, Mentak Coalition,","Naalu Collective"," Yin Brotherhood"," Mentak Coalition","","","","",""
6451,"Xxcha Kingdom, Emirates of Hacan, Mentak Coalition,","Xxcha Kingdom"," Emirates of Hacan"," Mentak Coalition","","","","",""
6455,"Universities of Jol-Nar, Empyrean, Titans of Ul,","Universities of Jol-Nar"," Empyrean"," Titans of Ul","","","","",""
6467,"Argent Flight, Federation of Sol, Universities of Jol-Nar,","Argent Flight"," Federation of Sol"," Universities of Jol-Nar","","","","",""
6487,"Argent Flight, Naaz-Rokha Alliance, Ghosts of Creuss,","Argent Flight"," Naaz-Rokha Alliance"," Ghosts of Creuss","","","","",""
6519,"L1Z1X Mindnet, Naalu Collective, Nekro Virus,","L1Z1X Mindnet"," Naalu Collective"," Nekro Virus","","","","",""
6530,"Argent Flight, Vuil'raith Cabal, Yssaril Tribes,","Argent Flight"," Vuil'raith Cabal"," Yssaril Tribes","","","","",""
6566,"Yin Brotherhood, Barony of Letnev, L1Z1X Mindnet,","Yin Brotherhood"," Barony of Letnev"," L1Z1X Mindnet","","","","",""
